dataset,case_id,knn_k1,knn_k5,knn_k10
amos,amos_0186,0.012626939453184605,0.013946890830993652,0.014820829965174198
amos,amos_0188,0.008269740268588066,0.00859148520976305,0.009285613894462585
amos,amos_0189,0.009479161351919174,0.010900788009166718,0.011497627012431622
amos,amos_0190,0.008019676432013512,0.00904339924454689,0.009933901950716972
amos,amos_0191,0.010649695992469788,0.01150263287127018,0.013546932488679886
amos,amos_0192,0.008256499655544758,0.010778211988508701,0.012444368563592434
amos,amos_0193,0.006507304031401873,0.008718456141650677,0.00971495546400547
amos,amos_0194,0.01060254406183958,0.01237773708999157,0.013214070349931717
amos,amos_0195,0.006423872895538807,0.01083682756870985,0.012451889924705029
amos,amos_0196,0.006629075855016708,0.008021251298487186,0.008680921047925949
amos,amos_0197,0.013761120848357677,0.014669669792056084,0.015486862510442734
amos,amos_0198,0.010455104522407055,0.011598941870033741,0.012991315685212612
amos,amos_0199,0.010891472920775414,0.012162527069449425,0.013586318120360374
amos,amos_0200,0.006514009553939104,0.008745932951569557,0.010101151652634144
amos,amos_0202,0.012750916182994843,0.014689633622765541,0.015525611117482185
amos,amos_0203,0.008443634957075119,0.009569489397108555,0.01057701837271452
amos,amos_0204,0.011440766043961048,0.012215262278914452,0.012571875937283039
amos,amos_0206,0.01636955328285694,0.0200201403349638,0.020950645208358765
amos,amos_0207,0.01193256489932537,0.012833472341299057,0.013458309695124626
amos,amos_0208,0.012564225122332573,0.014957983046770096,0.015999944880604744
amos,amos_0212,0.014898303896188736,0.015572790056467056,0.01694977842271328
amos,amos_0214,0.007676273584365845,0.009011484682559967,0.009629200212657452
amos,amos_0215,0.010384935885667801,0.012143702246248722,0.012724601663649082
amos,amos_0216,0.01407634001225233,0.017851701006293297,0.018983589485287666
amos,amos_0217,0.010906136594712734,0.014023159630596638,0.015290748327970505
amos,amos_0218,0.009491745382547379,0.010475515387952328,0.011178125627338886
amos,amos_0219,0.011264543980360031,0.01236781571060419,0.013284114189445972
amos,amos_0223,0.01826109178364277,0.02285168133676052,0.023622382432222366
amos,amos_0224,0.01160378661006689,0.014931585639715195,0.015900874510407448
amos,amos_0225,0.01483380701392889,0.01719973422586918,0.018027933314442635
amos,amos_0226,0.011583678424358368,0.01487839687615633,0.016672572121024132
amos,amos_0228,0.011341151781380177,0.013861719518899918,0.015308927744626999
amos,amos_0230,0.01648693159222603,0.020304283127188683,0.021312493830919266
amos,amos_0231,0.011439084075391293,0.01242207270115614,0.013642022386193275
amos,amos_0233,0.010849220678210258,0.01211899146437645,0.012829231098294258
amos,amos_0235,0.012480021454393864,0.01636407896876335,0.01797083206474781
amos,amos_0237,0.01530633307993412,0.019345495849847794,0.020827412605285645
amos,amos_0238,0.012485780753195286,0.013680048286914825,0.01486134808510542
amos,amos_0239,0.013111280277371407,0.01743757165968418,0.018393268808722496
amos,amos_0242,0.015570051968097687,0.01860220730304718,0.01981242187321186
amos,amos_0244,0.01056385412812233,0.010919677093625069,0.011772421188652515
amos,amos_0245,0.009184073656797409,0.010700087063014507,0.012207429856061935
amos,amos_0247,0.013826185837388039,0.017728392034769058,0.018811654299497604
amos,amos_0248,0.011854312382638454,0.0134628526866436,0.014685435220599174
amos,amos_0249,0.01381283812224865,0.01713481731712818,0.01820540241897106
amos,amos_0250,0.016238922253251076,0.021015049889683723,0.022116059437394142
amos,amos_0254,0.014548405073583126,0.018677355721592903,0.019085371866822243
amos,amos_0255,0.010930192656815052,0.014047644101083279,0.015092830173671246
amos,amos_0257,0.012607109732925892,0.014286169782280922,0.015343361534178257
amos,amos_0258,0.015155392698943615,0.018645770847797394,0.019540080800652504
amos,amos_0259,0.011890276335179806,0.013424744829535484,0.014090076088905334
amos,amos_0263,0.013837285339832306,0.014465599320828915,0.016530059278011322
amos,amos_0264,0.01262285653501749,0.013306782580912113,0.014825846068561077
amos,amos_0268,0.01493606623262167,0.01837548427283764,0.01984296925365925
amos,amos_0272,0.015302817337214947,0.018800120800733566,0.020175570622086525
amos,amos_0273,0.008985349908471107,0.010000564157962799,0.010855039581656456
amos,amos_0274,0.011772018857300282,0.012512804940342903,0.013413815759122372
amos,amos_0276,0.02222532406449318,0.026706838980317116,0.028627581894397736
amos,amos_0278,0.013801181688904762,0.015455198474228382,0.016992034390568733
amos,amos_0279,0.009107192046940327,0.010452751070261002,0.011506936512887478
amos,amos_0280,0.01099848747253418,0.012659355066716671,0.01385655626654625
amos,amos_0281,0.011161524802446365,0.012038101442158222,0.012969265691936016
amos,amos_0282,0.010067279450595379,0.010560410097241402,0.012360883876681328
amos,amos_0283,0.013338922522962093,0.0150302080437541,0.016681445762515068
amos,amos_0284,0.012793007306754589,0.014024837873876095,0.014830036088824272
amos,amos_0286,0.01203985046595335,0.012844791635870934,0.013962949626147747
amos,amos_0287,0.011717627756297588,0.012869654223322868,0.01469413097947836
amos,amos_0288,0.009465198963880539,0.011117340996861458,0.012782104313373566
amos,amos_0289,0.011432996019721031,0.012517496012151241,0.014187983237206936
amos,amos_0290,0.01239094790071249,0.014466825872659683,0.016849856823682785
amos,amos_0292,0.012103893794119358,0.01558927446603775,0.01627192087471485
amos,amos_0293,0.013570071198046207,0.016634304076433182,0.017335448414087296
amos,amos_0294,0.012745996937155724,0.013633618131279945,0.015273766592144966
amos,amos_0296,0.009750035591423512,0.011148440651595592,0.012527991086244583
amos,amos_0297,0.011065475642681122,0.011611752212047577,0.012774409726262093
amos,amos_0299,0.008579770103096962,0.009338079020380974,0.010973774828016758
amos,amos_0301,0.011228303425014019,0.012360170483589172,0.012794277630746365
amos,amos_0302,0.014318296685814857,0.01836428791284561,0.019594009965658188
amos,amos_0304,0.01183544471859932,0.01573878899216652,0.01733677089214325
amos,amos_0307,0.01391881424933672,0.016546716913580894,0.017984764650464058
amos,amos_0308,0.0126687316223979,0.016240935772657394,0.017222091555595398
amos,amos_0309,0.010953733697533607,0.011840305291116238,0.012350540608167648
amos,amos_0310,0.01582224853336811,0.020101571455597878,0.021361438557505608
amos,amos_0311,0.017640871927142143,0.02213301509618759,0.02383284457027912
amos,amos_0313,0.010730292648077011,0.01335914246737957,0.01494775153696537
amos,amos_0316,0.011691955849528313,0.01288386806845665,0.0136350616812706
amos,amos_0317,0.016420530155301094,0.020815439522266388,0.02216257154941559
amos,amos_0318,0.010533315129578114,0.014441238716244698,0.015908043831586838
amos,amos_0320,0.01378305722028017,0.016565341502428055,0.017935125157237053
amos,amos_0321,0.010676078498363495,0.013008587062358856,0.0141173480078578
amos,amos_0323,0.012580296024680138,0.016622310504317284,0.017711274325847626
amos,amos_0325,0.012290120124816895,0.013766958378255367,0.015175262466073036
amos,amos_0326,0.010744097642600536,0.01236546691507101,0.01309888157993555
amos,amos_0328,0.010808325372636318,0.013465863652527332,0.014871503226459026
amos,amos_0330,0.013800717890262604,0.015534390695393085,0.016192249953746796
amos,amos_0332,0.010498622432351112,0.014463981613516808,0.015102493576705456
amos,amos_0333,0.010622777044773102,0.013262474909424782,0.01435044128447771
amos,amos_0334,0.018511109054088593,0.02289602719247341,0.024436166509985924
amos,amos_0336,0.010507502593100071,0.011777072213590145,0.01260271854698658
amos,amos_0337,0.012011926621198654,0.012584053911268711,0.014018318615853786
amos,amos_0339,0.015805626288056374,0.017217401415109634,0.018844468519091606
amos,amos_0341,0.01140495203435421,0.01404091902077198,0.016030192375183105
amos,amos_0342,0.011226627044379711,0.012886312790215015,0.013765490613877773
amos,amos_0344,0.011938483454287052,0.014921295456588268,0.015591361559927464
